tender_id,tender_risk_score,tender_risk_level,vendor_count,max_vendor_risk,avg_vendor_risk,high_risk_vendors,suspicious_vendors,judul,instansi,tanggal,nilai_hps,sumber
NORMAL-2024-00234,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 234,Dinas Cipta Karya Jakarta Selatan,2024-06-27,8173761165.0,demo
NORMAL-2024-00235,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 235,Satuan Kerja PUPR DKI,2023-07-14,26441453556.0,demo
NORMAL-2024-00236,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 236,Kementerian PUPR — Balai Besar,2024-06-22,31386538958.0,demo
NORMAL-2024-00237,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 237,Dinas PU DKI Jakarta,2023-03-14,41805596661.0,demo
NORMAL-2024-00238,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 238,Dinas Bina Marga Jakarta Utara,2024-07-25,37585120720.0,demo
NORMAL-2024-00239,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 239,Dinas SDA DKI Jakarta,2024-01-16,20910992938.0,demo
NORMAL-2024-00240,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 240,BPTJ DKI Jakarta,2024-07-20,25807938673.0,demo
NORMAL-2024-00241,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 241,Dinas Cipta Karya Jakarta Selatan,2024-09-01,32291603840.0,demo
NORMAL-2024-00242,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 242,Dinas Cipta Karya Jakarta Selatan,2023-08-21,37510093535.0,demo
NORMAL-2024-00243,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 243,Dinas Bina Marga Jakarta Utara,2023-05-16,17140324813.0,demo
NORMAL-2024-00244,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 244,BPTJ DKI Jakarta,2024-03-16,16508876237.0,demo
NORMAL-2024-00245,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 245,Dinas Cipta Karya Jakarta Selatan,2023-04-26,37109290687.0,demo
NORMAL-2024-00246,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 246,BPTJ DKI Jakarta,2024-07-15,24409803352.0,demo
NORMAL-2024-00247,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 247,Satuan Kerja PUPR DKI,2024-06-04,48842291025.0,demo
NORMAL-2024-00248,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 248,Dinas Perumahan Rakyat DKI Jakarta,2024-06-26,15593912385.0,demo
NORMAL-2024-00249,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 249,Dinas Perumahan Rakyat DKI Jakarta,2023-06-05,17418414566.0,demo
NORMAL-2024-00250,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 250,Dinas Perumahan Rakyat DKI Jakarta,2023-05-22,15795420610.0,demo
NORMAL-2024-00251,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 251,Dinas Perumahan Rakyat DKI Jakarta,2023-04-20,7011521076.0,demo
NORMAL-2024-00252,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 252,Kementerian PUPR — Balai Besar,2023-05-18,25365067079.0,demo
NORMAL-2024-00253,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 253,Kementerian PUPR — Balai Besar,2024-12-05,16582333527.0,demo
NORMAL-2024-00254,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 254,Dinas PU DKI Jakarta,2023-09-09,26175781303.0,demo
NORMAL-2024-00255,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 255,Kementerian PUPR — Balai Besar,2023-04-03,36271016179.0,demo
NORMAL-2024-00256,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 256,Dinas Perumahan Rakyat DKI Jakarta,2024-04-10,4963893234.0,demo
NORMAL-2024-00257,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 257,Satuan Kerja PUPR DKI,2024-07-17,19340046958.0,demo
NORMAL-2024-00258,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 258,Dinas Bina Marga Jakarta Utara,2023-05-01,44977824714.0,demo
NORMAL-2024-00259,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 259,Satuan Kerja PUPR DKI,2024-03-28,4430543410.0,demo
NORMAL-2024-00260,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 260,BPTJ DKI Jakarta,2024-09-17,33215768253.0,demo
NORMAL-2024-00261,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 261,Dinas Cipta Karya Jakarta Selatan,2024-08-08,36621561728.0,demo
NORMAL-2024-00262,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 262,Kementerian PUPR — Balai Besar,2024-10-02,39938261385.0,demo
NORMAL-2024-00263,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 263,Dinas SDA DKI Jakarta,2023-12-13,46152848380.0,demo
NORMAL-2024-00264,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 264,Dinas PU DKI Jakarta,2023-08-02,29081183288.0,demo
NORMAL-2024-00265,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 265,BPTJ DKI Jakarta,2024-12-23,42962064140.0,demo
NORMAL-2024-00266,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 266,Dinas Cipta Karya Jakarta Selatan,2024-06-12,33997505793.0,demo
NORMAL-2024-00267,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 267,Dinas PU DKI Jakarta,2023-04-16,26268596749.0,demo
NORMAL-2024-00268,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 268,Dinas Perumahan Rakyat DKI Jakarta,2023-06-25,4026522125.0,demo
NORMAL-2024-00269,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 269,Dinas Cipta Karya Jakarta Selatan,2024-04-21,28605570462.0,demo
NORMAL-2024-00270,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 270,Dinas Perumahan Rakyat DKI Jakarta,2023-05-28,43124265714.0,demo
NORMAL-2024-00271,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 271,Dinas SDA DKI Jakarta,2024-07-23,32647844933.0,demo
NORMAL-2024-00272,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 272,Dinas Perumahan Rakyat DKI Jakarta,2023-06-27,33299306718.0,demo
NORMAL-2024-00273,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 273,BPTJ DKI Jakarta,2024-02-20,3945577924.0,demo
NORMAL-2024-00274,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 274,Dinas PU DKI Jakarta,2023-05-31,33213628992.0,demo
NORMAL-2024-00275,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 275,Satuan Kerja PUPR DKI,2023-05-11,42699006383.0,demo
NORMAL-2024-00276,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 276,Satuan Kerja PUPR DKI,2024-12-20,29713111792.0,demo
NORMAL-2024-00277,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 277,Satuan Kerja PUPR DKI,2024-04-11,44732332223.0,demo
NORMAL-2024-00278,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 278,Dinas Cipta Karya Jakarta Selatan,2023-05-26,36644180739.0,demo
NORMAL-2024-00279,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 279,Kementerian PUPR — Balai Besar,2024-08-10,36823820099.0,demo
NORMAL-2024-00280,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 280,Dinas Cipta Karya Jakarta Selatan,2023-05-10,25527007411.0,demo
NORMAL-2024-00281,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 281,Dinas PU DKI Jakarta,2023-12-18,49211547056.0,demo
NORMAL-2024-00282,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 282,Dinas PU DKI Jakarta,2024-10-19,13587577048.0,demo
NORMAL-2024-00283,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 283,Satuan Kerja PUPR DKI,2024-04-30,13499944997.0,demo
NORMAL-2024-00284,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 284,Kementerian PUPR — Balai Besar,2024-11-22,37580000132.0,demo
NORMAL-2024-00285,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 285,Dinas Cipta Karya Jakarta Selatan,2024-12-26,47910869218.0,demo
NORMAL-2024-00286,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 286,BPTJ DKI Jakarta,2023-10-29,23614301076.0,demo
NORMAL-2024-00287,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 287,BPTJ DKI Jakarta,2023-03-05,19448550621.0,demo
NORMAL-2024-00288,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 288,BPTJ DKI Jakarta,2023-04-16,2225614284.0,demo
NORMAL-2024-00289,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 289,Dinas Bina Marga Jakarta Utara,2024-12-17,16826628031.0,demo
NORMAL-2024-00290,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 290,BPTJ DKI Jakarta,2024-02-15,3232136323.0,demo
NORMAL-2024-00291,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 291,Kementerian PUPR — Balai Besar,2024-02-03,3618135227.0,demo
NORMAL-2024-00292,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 292,Dinas Bina Marga Jakarta Utara,2024-05-15,32864660576.0,demo
NORMAL-2024-00293,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 293,Dinas Perumahan Rakyat DKI Jakarta,2023-03-06,40320449781.0,demo
NORMAL-2024-00294,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 294,Dinas SDA DKI Jakarta,2024-07-20,8667803274.0,demo
NORMAL-2024-00295,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 295,BPTJ DKI Jakarta,2024-03-02,34828424606.0,demo
NORMAL-2024-00296,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 296,Dinas Perumahan Rakyat DKI Jakarta,2023-05-01,49336874476.0,demo
NORMAL-2024-00297,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 297,Dinas Bina Marga Jakarta Utara,2024-12-02,42267193880.0,demo
NORMAL-2024-00298,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 298,Dinas Cipta Karya Jakarta Selatan,2023-08-29,36209452488.0,demo
NORMAL-2024-00299,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 299,Dinas Bina Marga Jakarta Utara,2024-04-13,36131150198.0,demo
NORMAL-2024-00300,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 300,Dinas Perumahan Rakyat DKI Jakarta,2024-08-28,23937705140.0,demo
NORMAL-2024-00301,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 301,Satuan Kerja PUPR DKI,2024-05-05,40580967799.0,demo
NORMAL-2024-00302,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 302,Dinas Bina Marga Jakarta Utara,2024-01-15,31527142346.0,demo
NORMAL-2024-00303,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 303,Dinas PU DKI Jakarta,2024-01-10,18638433298.0,demo
NORMAL-2024-00304,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 304,Dinas Cipta Karya Jakarta Selatan,2024-04-26,35636351793.0,demo
NORMAL-2024-00305,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 305,Dinas Bina Marga Jakarta Utara,2024-04-30,17661662216.0,demo
NORMAL-2024-00306,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 306,BPTJ DKI Jakarta,2024-08-03,7031735472.0,demo
NORMAL-2024-00307,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 307,Dinas Bina Marga Jakarta Utara,2023-06-15,12276313557.0,demo
NORMAL-2024-00308,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 308,Dinas SDA DKI Jakarta,2024-04-04,27223396516.0,demo
NORMAL-2024-00309,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 309,Dinas SDA DKI Jakarta,2024-10-24,35419842151.0,demo
NORMAL-2024-00310,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 310,Dinas SDA DKI Jakarta,2023-02-26,30603484878.0,demo
NORMAL-2024-00311,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 311,Dinas PU DKI Jakarta,2024-11-13,18372711023.0,demo
NORMAL-2024-00312,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 312,Satuan Kerja PUPR DKI,2024-03-29,14787383907.0,demo
NORMAL-2024-00313,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 313,Satuan Kerja PUPR DKI,2023-10-24,27916412862.0,demo
NORMAL-2024-00314,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 314,Kementerian PUPR — Balai Besar,2023-05-08,32863742124.0,demo
NORMAL-2024-00315,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 315,Dinas Cipta Karya Jakarta Selatan,2024-01-18,25870030536.0,demo
NORMAL-2024-00316,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 316,Dinas Bina Marga Jakarta Utara,2024-07-10,16469039602.0,demo
NORMAL-2024-00317,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 317,Dinas Bina Marga Jakarta Utara,2023-04-15,11284872492.0,demo
NORMAL-2024-00318,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 318,Dinas SDA DKI Jakarta,2023-06-26,35639796705.0,demo
NORMAL-2024-00319,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 319,Satuan Kerja PUPR DKI,2024-12-08,38269672545.0,demo
NORMAL-2024-00320,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 320,Dinas Cipta Karya Jakarta Selatan,2023-09-17,2642434055.0,demo
NORMAL-2024-00321,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 321,Dinas Bina Marga Jakarta Utara,2024-05-27,39149705738.0,demo
NORMAL-2024-00322,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 322,Dinas Cipta Karya Jakarta Selatan,2023-07-05,41819736615.0,demo
NORMAL-2024-00323,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 323,Kementerian PUPR — Balai Besar,2023-08-20,27918836610.0,demo
NORMAL-2024-00324,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 324,Dinas Cipta Karya Jakarta Selatan,2023-06-22,3703165352.0,demo
NORMAL-2024-00325,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 325,Satuan Kerja PUPR DKI,2023-12-31,24053401023.0,demo
NORMAL-2024-00326,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 326,Dinas Cipta Karya Jakarta Selatan,2024-11-07,37704682453.0,demo
NORMAL-2024-00327,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 327,Dinas PU DKI Jakarta,2023-02-03,9255024065.0,demo
NORMAL-2024-00328,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 328,BPTJ DKI Jakarta,2023-11-25,3540486637.0,demo
NORMAL-2024-00329,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 329,Dinas SDA DKI Jakarta,2023-06-23,1475743515.0,demo
NORMAL-2024-00330,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 330,Dinas Perumahan Rakyat DKI Jakarta,2023-12-11,25088204141.0,demo
NORMAL-2024-00331,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 331,Dinas Cipta Karya Jakarta Selatan,2024-10-29,41275078013.0,demo
NORMAL-2024-00332,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 332,Satuan Kerja PUPR DKI,2024-08-02,36467445892.0,demo
NORMAL-2024-00333,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 333,Dinas Cipta Karya Jakarta Selatan,2024-10-11,10576123054.0,demo
NORMAL-2024-00334,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 334,Dinas Bina Marga Jakarta Utara,2023-01-30,13290643950.0,demo
NORMAL-2024-00335,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 335,Dinas Cipta Karya Jakarta Selatan,2024-02-11,47186526031.0,demo
NORMAL-2024-00336,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 336,Dinas PU DKI Jakarta,2024-05-17,26906763532.0,demo
NORMAL-2024-00337,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 337,Dinas Cipta Karya Jakarta Selatan,2024-07-01,43414170289.0,demo
NORMAL-2024-00338,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 338,Satuan Kerja PUPR DKI,2023-12-07,36010607886.0,demo
NORMAL-2024-00339,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 339,Dinas PU DKI Jakarta,2023-02-23,32247953462.0,demo
NORMAL-2024-00340,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 340,Dinas Bina Marga Jakarta Utara,2024-08-31,34444792228.0,demo
NORMAL-2024-00341,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 341,Dinas PU DKI Jakarta,2023-01-24,46194061418.0,demo
NORMAL-2024-00342,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 342,BPTJ DKI Jakarta,2023-10-22,37448929958.0,demo
NORMAL-2024-00343,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 343,Kementerian PUPR — Balai Besar,2023-05-17,43636452023.0,demo
NORMAL-2024-00344,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 344,Dinas Bina Marga Jakarta Utara,2024-07-26,2535686953.0,demo
NORMAL-2024-00345,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 345,BPTJ DKI Jakarta,2024-01-05,46348733602.0,demo
NORMAL-2024-00346,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 346,Dinas Perumahan Rakyat DKI Jakarta,2023-06-02,3201074786.0,demo
NORMAL-2024-00347,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 347,Dinas Bina Marga Jakarta Utara,2023-05-07,17805412942.0,demo
NORMAL-2024-00348,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 348,Dinas Bina Marga Jakarta Utara,2024-03-02,46060453235.0,demo
NORMAL-2024-00349,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 349,Dinas Cipta Karya Jakarta Selatan,2024-04-16,41619611666.0,demo
NORMAL-2024-00350,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 350,Dinas Bina Marga Jakarta Utara,2023-09-03,48269940836.0,demo
NORMAL-2024-00351,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 351,Dinas Perumahan Rakyat DKI Jakarta,2024-05-16,22549399539.0,demo
NORMAL-2024-00352,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 352,Dinas Cipta Karya Jakarta Selatan,2023-10-25,23676849001.0,demo
NORMAL-2024-00353,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 353,Dinas PU DKI Jakarta,2024-07-18,4288359727.0,demo
NORMAL-2024-00354,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 354,Dinas PU DKI Jakarta,2023-04-27,37155550333.0,demo
NORMAL-2024-00355,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 355,BPTJ DKI Jakarta,2024-11-20,5763367608.0,demo
NORMAL-2024-00356,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 356,Dinas Perumahan Rakyat DKI Jakarta,2023-04-25,40890427040.0,demo
NORMAL-2024-00357,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 357,Satuan Kerja PUPR DKI,2023-02-22,17025577772.0,demo
NORMAL-2024-00358,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 358,Kementerian PUPR — Balai Besar,2024-02-14,24561997551.0,demo
NORMAL-2024-00359,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 359,Kementerian PUPR — Balai Besar,2023-12-19,22186479084.0,demo
NORMAL-2024-00360,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 360,Kementerian PUPR — Balai Besar,2023-05-13,9077909625.0,demo
NORMAL-2024-00361,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 361,Dinas Bina Marga Jakarta Utara,2024-05-30,2082515385.0,demo
NORMAL-2024-00362,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 362,BPTJ DKI Jakarta,2023-06-04,42743703329.0,demo
NORMAL-2024-00363,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 363,Kementerian PUPR — Balai Besar,2024-06-02,25170354521.0,demo
NORMAL-2024-00364,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 364,Kementerian PUPR — Balai Besar,2023-12-16,14694535848.0,demo
NORMAL-2024-00365,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 365,Satuan Kerja PUPR DKI,2024-04-14,47616106787.0,demo
NORMAL-2024-00366,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 366,BPTJ DKI Jakarta,2024-03-05,20399139493.0,demo
NORMAL-2024-00367,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 367,Dinas SDA DKI Jakarta,2024-02-04,36392384776.0,demo
